,customer_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,quantidade
66517,3930,-23.582402779906516,-46.49511096003805,sao paulo,SP,5
66553,3931,-23.57982226311385,-46.49443468789316,sao paulo,SP,2
66570,3935,-23.585910003606678,-46.50358868235325,sao paulo,SP,4
66608,3936,-23.590302789341564,-46.49576885581969,sao paulo,SP,2
66641,3937,-23.58790062753188,-46.501829952680446,são paulo,SP,3
66690,3938,-23.6008038193202,-46.50203816319465,sao paulo,SP,4
66728,3939,-23.598722923394327,-46.50465047876393,sao paulo,SP,1
66755,3940,-23.592459551762943,-46.49991954815626,sao paulo,SP,3
66773,3941,-23.59578525644876,-46.49741244601535,sao paulo,SP,1
66784,3942,-23.598188486265773,-46.500497402995,são paulo,SP,3
66798,3943,-23.599071632206428,-46.49727625549647,sao paulo,SP,1
66832,3944,-23.60024052844941,-46.49327195282468,são paulo,SP,5
66888,3945,-23.599900048560283,-46.49170207092153,sao paulo,SP,4
66931,3946,-23.594299502077472,-46.49197103941369,sao paulo,SP,2
66970,3947,-23.588384319562703,-46.49309920117636,sao paulo,SP,3
66991,3950,-23.59441643579253,-46.47993415674948,sao paulo,SP,3
67014,3951,-23.58353292305826,-46.48957476496762,sao paulo,SP,9
67090,3952,-23.589381703810503,-46.48391858038306,sao paulo,SP,3
67113,3953,-23.594349384124868,-46.48320139355994,sao paulo,SP,3
67130,3958,-23.59586020038664,-46.4858344494778,sao paulo,SP,2
67157,3959,-23.59262562879875,-46.486169266076935,sao paulo,SP,3
67190,3960,-23.5980830224768,-46.48270993963872,sao paulo,SP,2
67217,3961,-23.602124410293225,-46.48478928361534,são paulo,SP,3
67237,3962,-23.609943,-46.48136049610485,sao paulo,SP,6
67289,3963,-23.60932765805877,-46.48329014195862,sao paulo,SP,4
67327,3965,-23.60215684762537,-46.47390783014024,sao paulo,SP,4
67359,3966,-23.599891320012684,-46.47589591840267,sao paulo,SP,1
67398,3967,-23.59963515015292,-46.472513285186615,sao paulo,SP,2
67417,3968,-23.602550384015583,-46.473299846987366,sao paulo,SP,6
67455,3969,-23.607743940879462,-46.488985915488485,sao paulo,SP,1
67470,3970,-23.613368960874773,-46.48133888565408,sao paulo,SP,3
67482,3971,-23.615020791563268,-46.47934165652957,são paulo,SP,2
67498,3972,-23.61393474632121,-46.48327277601137,sao paulo,SP,1
67514,3973,-23.618739524532582,-46.482056024532575,sao paulo,SP,3
67527,3974,-23.619262756592985,-46.48278109631252,sao paulo,SP,3
67553,3975,-23.61005912989782,-46.490573619481815,sao paulo,SP,5
67611,3976,-23.61187194393789,-46.49648901373423,são paulo,SP,4
67666,3977,-23.61651686594724,-46.49485410421835,são paulo,SP,10
67810,3978,-23.620711028196062,-46.50502035212637,sao paulo,SP,8
67931,3979,-23.61745182930352,-46.507746629897824,sao paulo,SP,2
67973,3980,-23.61662227782904,-46.515106571469765,são paulo,SP,6
68008,3981,-23.614751891482463,-46.51742610421837,sao paulo,SP,1
68061,3982,-23.612416979480308,-46.515302074987225,sao paulo,SP,7
68097,3983,-23.607327066515605,-46.50857706075226,sao paulo,SP,5
68142,3984,-23.607115208436724,-46.51384694379366,sao paulo,SP,9
68179,3985,-23.6048076880374,-46.51393544532286,sao paulo,SP,5
68208,3986,-23.606964000000005,-46.52169143880201,sao paulo,SP,1
68244,3988,-23.60336798112987,-46.51002320053089,sao paulo,SP,3
68269,3989,-23.61284443493552,-46.47967172745109,sao paulo,SP,2
68298,4001,-23.57230126005544,-46.65200020136758,sao paulo,SP,14
68416,4002,-23.57316261948181,-46.651245275607344,sao paulo,SP,16
68557,4003,-23.572538936724527,-46.64620103274857,sao paulo,SP,12
68690,4004,-23.57165583150985,-46.6444768780869,sao paulo,SP,9
68796,4005,-23.57847686343709,-46.65280483694955,sao paulo,SP,15
68938,4006,-23.57617769248079,-46.64666288773154,sao paulo,SP,19
69095,4007,-23.57828270774424,-46.65102362378097,sao paulo,SP,5
69133,4008,-23.581106936724524,-46.65149797183904,são paulo,SP,7
69174,4009,-23.587042499999995,-46.63573874999999,sao paulo,SP,1
69188,4010,-23.58335776464306,-46.637907987794975,sao paulo,SP,4
69241,4011,-23.577403986409998,-46.64165653052687,sao paulo,SP,20
69420,4012,-23.5818119866698,-46.64479190896761,sao paulo,SP,11
69560,4013,-23.57563370053088,-46.64381062559864,sao paulo,SP,8
69645,4014,-23.58446916949636,-46.643129120263694,sao paulo,SP,12
69746,4015,-23.58705433389114,-46.64555835443469,sao paulo,SP,21
69857,4016,-23.588295611431725,-46.64411187468982,sao paulo,SP,7
69933,4017,-23.58877701165676,-46.6391512610364,sao paulo,SP,6
69970,4018,-23.58844697668647,-46.6399644096601,sao paulo,SP,13
70115,4019,-23.590807672733558,-46.644845309065765,sao paulo,SP,6
70169,4020,-23.591966039961942,-46.63789362337693,sao paulo,SP,6
70225,4021,-23.59323136164807,-46.6413766239252,sao paulo,SP,5
70279,4022,-23.593023,-46.646572500000005,sao paulo,SP,11
70333,4023,-23.59260141454472,-46.64220514451519,sao paulo,SP,7
70379,4024,-23.603000395781635,-46.64456275965141,são paulo,SP,8
70418,4025,-23.59748445406544,-46.646679770759896,sao paulo,SP,7
70467,4026,-23.597585999999996,-46.64790450000001,sao paulo,SP,7
70542,4027,-23.60016316457964,-46.652489716631024,sao paulo,SP,1
70550,4028,-23.60391858351113,-46.66274300991638,sao paulo,SP,3
70581,4029,-23.594787920912832,-46.65388631138568,sao paulo,SP,4
70618,4030,-23.59211134860633,-46.655153932136905,sao paulo,SP,2
70637,4031,-23.59551830474924,-46.66219423175025,sao paulo,SP,1
70642,4032,-23.594784506520185,-46.6578160694054,sao paulo,SP,2
70658,4035,-23.594486576785865,-46.63659551368476,sao paulo,SP,4
70671,4037,-23.595390167638055,-46.63789148167815,sao paulo,SP,10
70784,4038,-23.596467422211877,-46.64910582015532,sao paulo,SP,15
70893,4039,-23.59781341993187,-46.65027211809684,sao paulo,SP,8
70950,4040,-23.59936558006812,-46.64609756924807,sao paulo,SP,8
70995,4041,-23.60143752899768,-46.644092916180966,sao paulo,SP,16
71107,4042,-23.602707503462444,-46.64264399999999,sao paulo,SP,14
71238,4043,-23.604080521784304,-46.62919277699231,sao paulo,SP,7
71298,4044,-23.598747000000003,-46.638423952824674,sao paulo,SP,14
71410,4045,-23.61763890592578,-46.6389807441141,sao paulo,SP,23
71492,4046,-23.605518845403672,-46.63714126923068,sao paulo,SP,4
71539,4047,-23.610017043568615,-46.64364505842802,sao paulo,SP,3
71596,4048,-23.80422978783696,-46.63202099851917,são paulo,SP,4
71635,4049,-23.60767202415024,-46.638854177765616,sao paulo,SP,5
71673,4050,-23.60838049930751,-46.64193829600668,sao paulo,SP,4
71702,4052,-23.610706900080807,-46.63994543519532,sao paulo,SP,15
71792,4053,-23.614284855675464,-46.64251185498296,sao paulo,SP,3
71825,4054,-23.615894933666112,-46.63983101249348,sao paulo,SP,4
71861,4055,-23.617107882165563,-46.64166179368504,sao paulo,SP,9
71952,4057,-23.607917696635734,-46.64731811780836,são paulo,SP,3
71971,4058,-23.611243044405345,-46.64579071565007,sao paulo,SP,5
71988,4059,-23.61389914432453,-46.64590258673323,sao paulo,SP,1
72001,4061,-23.625638863725538,-46.644061536499485,sao paulo,SP,2
72020,4062,-23.625311301142563,-46.64544786554321,sao paulo,SP,4
72040,4063,-23.606204731606017,-46.65334262334829,sao paulo,SP,4
72064,4064,-23.619805407438392,-46.64897384984707,sao paulo,SP,5
72091,4065,-23.61588231817245,-46.644293445767445,sao paulo,SP,4
72128,4066,-23.61037819539498,-46.64713222883606,sao paulo,SP,2
72138,4067,-23.61359111157595,-46.65310241909515,sao paulo,SP,1
72164,4068,-23.619421078827376,-46.64733439355993,sao paulo,SP,2
72183,4070,-23.6272218373536,-46.64420262906111,são paulo,SP,1
72204,4071,-23.62102309109541,-46.65453202578458,sao paulo,SP,4
72228,4074,-23.61215218979895,-46.65700878088111,sao paulo,SP,2
72236,4075,-23.602705281435725,-46.65748758756995,sao paulo,SP,1
72261,4076,-23.604786146546243,-46.65663831349181,sao paulo,SP,7
72311,4077,-23.607731734116182,-46.65547065070119,sao paulo,SP,4
72382,4078,-23.604992791274807,-46.65977531750252,são paulo,SP,13
72492,4079,-23.611696198164942,-46.654233495700815,sao paulo,SP,5
72547,4080,-23.61037919040332,-46.66001922245941,são paulo,SP,16
72682,4081,-23.607805934502824,-46.66456328559066,sao paulo,SP,4
72747,4082,-23.61043461642338,-46.66333664556529,são paulo,SP,2
72792,4084,-23.61744914654625,-46.65815128795659,sao paulo,SP,7
72829,4085,-23.613481970021372,-46.66475407715394,sao paulo,SP,3
72854,4086,-23.61573639078998,-46.6637504454671,sao paulo,SP,8
72929,4087,-23.609026190856948,-46.65965657991232,sao paulo,SP,12
73000,4088,-23.60326607992389,-46.65882169276926,sao paulo,SP,9
73091,4089,-23.608814825148578,-46.66250916902303,sao paulo,SP,8
73141,4090,-23.609703174851425,-46.66192238204739,sao paulo,SP,3
73176,4101,-23.592690175182163,-46.62106099443002,são paulo,SP,5
73248,4102,-23.59272363197529,-46.6315844403312,sao paulo,SP,7
73291,4103,-23.574374151537903,-46.6341758798257,sao paulo,SP,2
73333,4104,-23.57603849928644,-46.638694817777726,são paulo,SP,13
73417,4105,-23.5744288642738,-46.63225518665242,sao paulo,SP,12
73528,4106,-23.58020448542905,-46.62978341909516,sao paulo,SP,6
73573,4107,-23.57951810713256,-46.63467650652087,sao paulo,SP,7
73649,4108,-23.577862107132542,-46.62796281502101,sao paulo,SP,5
73670,4109,-23.57525436105025,-46.6323139083399,sao paulo,SP,6
73689,4110,-23.58407099639332,-46.63494745989382,sao paulo,SP,4
73741,4111,-23.58762728449414,-46.6319937202377,sao paulo,SP,10
73816,4112,-23.58742684347044,-46.62893070898499,sao paulo,SP,7
73887,4113,-23.58453047821569,-46.62637174854291,sao paulo,SP,7
73945,4114,-23.585789514570948,-46.62552217055224,sao paulo,SP,4
73971,4115,-23.589946477927217,-46.62867111226845,sao paulo,SP,10
74026,4116,-23.590958301142567,-46.629899428674456,sao paulo,SP,17
74208,4117,-23.58902002192854,-46.62638589800334,sao paulo,SP,18
74346,4118,-23.594892328051355,-46.629226761089406,sao paulo,SP,4
74375,4119,-23.600995072162263,-46.63496187621901,são paulo,SP,22
74492,4120,-23.59557633902354,-46.63289266715606,sao paulo,SP,4
74568,4121,-23.59663593949449,-46.62585139355994,sao paulo,SP,6
74599,4122,-23.603187216486816,-46.62096322009347,sao paulo,SP,9
74660,4123,-23.62329475185692,-46.62806929174686,sao paulo,SP,5
74676,4124,-23.598503308355927,-46.62130618942238,são paulo,SP,2
74729,4125,-23.600412303912524,-46.62054169692418,sao paulo,SP,10
74812,4126,-23.598339276155592,-46.62608917568815,são paulo,SP,9
74867,4127,-23.6015555656414,-46.63235157799065,sao paulo,SP,9
74944,4128,-23.602765475237977,-46.63530842279597,sao paulo,SP,10
75015,4129,-23.60033913044608,-46.62326008465575,sao paulo,SP,4
75035,4130,-23.60520201165676,-46.61844120275258,sao paulo,SP,15
75106,4131,-23.605673521784304,-46.618990239800326,sao paulo,SP,8
75193,4132,-23.62367275889204,-46.62003150183028,sao paulo,SP,4
75226,4133,-23.63058688480546,-46.61784924409308,sao paulo,SP,1
75244,4134,-23.60757354815625,-46.62252191756594,sao paulo,SP,14
75369,4135,-23.61074277407813,-46.63021380544173,são paulo,SP,13
75445,4136,-23.61194652826554,-46.62902036087666,sao paulo,SP,6
75497,4137,-23.61208173105776,-46.62318025867047,sao paulo,SP,4
75522,4138,-23.613680514570945,-46.63358099999999,sao paulo,SP,10
75571,4139,-23.606540576235204,-46.63285434597564,sao paulo,SP,5
75620,4140,-23.60590732760994,-46.62908109623806,sao paulo,SP,35
75809,4141,-23.61041811434591,-46.63263307660568,sao paulo,SP,7
75867,4142,-23.611654194010004,-46.63258761587511,sao paulo,SP,9
75983,4143,-23.61620895920133,-46.63529647960067,sao paulo,SP,18
76115,4144,-23.617820807663428,-46.63791917277396,sao paulo,SP,22
76232,4145,-23.61565055037796,-46.63205088481735,sao paulo,SP,7
76332,4146,-23.61760297032846,-46.63111179293622,sao paulo,SP,11
76390,4147,-23.621227962547767,-46.63148709332147,são paulo,SP,2
76411,4148,-23.61452445100701,-46.62512521204341,sao paulo,SP,2
76441,4149,-23.61716987759881,-46.62448145975736,sao paulo,SP,4
76487,4150,-23.620203010271773,-46.62348766250216,são paulo,SP,2
76504,4151,-23.620189610046737,-46.62541139884006,sao paulo,SP,2
76522,4152,-23.625931033585296,-46.62189808312655,sao paulo,SP,10
76579,4153,-23.62666515613704,-46.6226810245802,sao paulo,SP,1
76616,4154,-23.62533942270183,-46.62021748765076,sao paulo,SP,3
76636,4155,-23.63298562975359,-46.62612026686477,sao paulo,SP,4
76655,4156,-23.63029446211553,-46.62350029239998,sao paulo,SP,4
76701,4157,-23.631629752149585,-46.61843753635527,são paulo,SP,4
76734,4158,-23.624428191795573,-46.61599613497982,sao paulo,SP,3
76744,4159,-23.62210027061567,-46.60723953497029,sao paulo,SP,6
76787,4160,-23.62358155176294,-46.61056007369148,sao paulo,SP,3
76814,4161,-23.62636036164807,-46.61157854079866,são paulo,SP,4
76848,4162,-23.62662913572619,-46.60440844823705,são paulo,SP,6
76918,4163,-23.629371485429047,-46.61054840743839,sao paulo,SP,6
76953,4164,-23.62343730030584,-46.6087736575105,sao paulo,SP,5
77002,4165,-23.62526339938832,-46.606894439350256,sao paulo,SP,7
77066,4166,-23.643488210658436,-46.605521299613336,sao paulo,SP,8
77142,4167,-23.63536245767212,-46.61871472315191,sao paulo,SP,5
77178,4168,-23.635596300305835,-46.61817666694557,sao paulo,SP,2
77186,4169,-23.657936084499852,-46.61598152483371,sao paulo,SP,4
77214,4170,-23.637370499999992,-46.61175149999999,sao paulo,SP,1
77221,4171,-23.632235999999992,-46.61515349999999,sao paulo,SP,2
77240,4173,-23.63750225728548,-46.610229425760245,sao paulo,SP,6
77281,4174,-23.634575496537547,-46.60830436372555,são paulo,SP,5
77306,4176,-23.63461395920133,-46.60225462975359,sao paulo,SP,8
77353,4177,-23.643423,-46.60827299999998,sao paulo,SP,7
77409,4180,-23.63697817262972,-46.597344244243736,sao paulo,SP,4
77456,4181,-23.63854843991764,-46.6023201830101,sao paulo,SP,4
77487,4182,-23.64206444771412,-46.60116086192853,sao paulo,SP,8
77559,4183,-23.641768213901397,-46.59622988491383,são paulo,SP,5
77573,4184,-23.64822256966949,-46.59868551038766,sao paulo,SP,4
77643,4185,-23.644417694414035,-46.586859987794966,sao paulo,SP,7
77681,4186,-23.65281620260835,-46.59941026824976,sao paulo,SP,10
77736,4187,-23.64932530252754,-46.59615174424373,sao paulo,SP,6
77775,4190,-23.65162088926077,-46.60351488689484,sao paulo,SP,11
77827,4191,-23.646070791563275,-46.60543287621901,sao paulo,SP,7
77894,4193,-23.647920569248072,-46.60845362378099,são paulo,SP,5
77943,4194,-23.65447316625308,-46.61013118013155,sao paulo,SP,6
78001,4195,-23.657250175378767,-46.61075944811122,sao paulo,SP,26
78176,4201,-23.57472455453289,-46.605902285734885,sao paulo,SP,3
78215,4202,-23.576816598389986,-46.604264537192,sao paulo,SP,1
78304,4203,-23.585060545934557,-46.60763074132955,sao paulo,SP,5
78360,4204,-23.58226254868028,-46.605851426988906,sao paulo,SP,7
78424,4205,-23.58045999999996,-46.60592999999994,são paulo,SP,17
78565,4206,-23.572466571680312,-46.60558007013957,sao paulo,SP,7
78667,4207,-23.58358015598129,-46.60324359824576,sao paulo,SP,9
78743,4208,-23.584614569248075,-46.60193214931619,são paulo,SP,6
78809,4209,-23.581842935887803,-46.60117984194124,sao paulo,SP,11
78893,4210,-23.584672440406667,-46.60636919627839,são paulo,SP,3
78947,4211,-23.59634089869583,-46.60747216763807,sao paulo,SP,9
79035,4212,-23.59049263835193,-46.60450370774424,sao paulo,SP,1
79070,4213,-23.59312204848402,-46.60717255913425,sao paulo,SP,12
79145,4215,-23.59573427739748,-46.59839507900305,são paulo,SP,5
79180,4216,-23.59726551843778,-46.6055721090656,são paulo,SP,13
79264,4217,-23.59925439439666,-46.60260031779097,sao paulo,SP,2
79302,4218,-23.601632571762444,-46.59544968739942,sao paulo,SP,1
79333,4221,-23.592723537884467,-46.59516978518662,sao paulo,SP,4
79356,4222,-23.60221982653356,-46.58613386955392,sao paulo,SP,3
79387,4224,-23.59860984952966,-46.59578760634466,sao paulo,SP,1
79402,4225,-23.602447801835048,-46.58881997155058,sao paulo,SP,2
79436,4230,-23.601843679000368,-46.60023440606268,sao paulo,SP,3
79464,4231,-23.60505298873862,-46.59670298229676,sao paulo,SP,1
79493,4232,-23.61569489862282,-46.593471248635474,sao paulo,SP,2
79537,4235,-23.60408638856827,-46.59498256702636,sao paulo,SP,7
79585,4236,-23.609343615297128,-46.59109952274666,sao paulo,SP,1
79608,4240,-23.62066479739165,-46.58868171288014,sao paulo,SP,3
79682,4241,-23.62195652241918,-46.58950055582255,sao paulo,SP,3
79714,4242,-23.62481807216227,-46.58697140896759,são paulo,SP,1
79734,4243,-23.626269,-46.586534475523,sao paulo,SP,6
79802,4244,-23.62637238995326,-46.591222599226704,sao paulo,SP,3
79877,4246,-23.614268857060445,-46.601038958104816,sao paulo,SP,1
79882,4247,-23.61364433686972,-46.60079079905067,sao paulo,SP,4
79911,4248,-23.61411790980433,-46.60034800222169,sao paulo,SP,1
79953,4249,-23.617171445467097,-46.601212112268456,sao paulo,SP,4
79997,4250,-23.61959447821568,-46.60003319608748,sao paulo,SP,3
80026,4251,-23.626718469902592,-46.59748992134098,sao paulo,SP,3
80053,4252,-23.61671255152997,-46.59785020895278,sao paulo,SP,6
80099,4253,-23.61306930030584,-46.59723009922672,sao paulo,SP,6
80173,4254,-23.62050895826848,-46.59230586903481,sao paulo,SP,3
80199,4255,-23.623587681372296,-46.59150604163539,sao paulo,SP,4
80227,4256,-23.631438405216706,-46.58678453580699,sao paulo,SP,7
80325,4257,-23.634156425760256,-46.59401333250615,sao paulo,SP,6
80378,4258,-23.63658677185643,-46.59041051970684,sao paulo,SP,1
80394,4261,-23.58143270774424,-46.61172042423104,sao paulo,SP,6
80418,4264,-23.58577655453289,-46.612342288649074,sao paulo,SP,2
80440,4265,-23.58667354731954,-46.61242320483004,são paulo,SP,3
80471,4266,-23.591694394396647,-46.6082394045242,sao paulo,SP,2
80484,4267,-23.59951815015292,-46.61072417485142,sao paulo,SP,3
80512,4268,-23.594963898695823,-46.60881370760002,sao paulo,SP,3
80549,4269,-23.594828563419696,-46.6123102076,sao paulo,SP,10
80611,4270,-23.591084982514857,-46.61326277699232,sao paulo,SP,4
80645,4271,-23.588342026102605,-46.61354545697578,sao paulo,SP,3
80667,4272,-23.60913161896049,-46.61258745259877,sao paulo,SP,12
80764,4273,-23.612052666446743,-46.60783466642034,sao paulo,SP,6
80823,4274,-23.58889707077729,-46.6146698052975,sao paulo,SP,1
80837,4275,-23.593755572854764,-46.61713462101102,sao paulo,SP,1
80853,4276,-23.60408998251485,-46.61372320760002,são paulo,SP,5
80903,4277,-23.60027941993187,-46.6110201530671,sao paulo,SP,1
80960,4278,-23.60210458728148,-46.60860664946042,sao paulo,SP,13
81040,4279,-23.599506583126537,-46.60601568665242,sao paulo,SP,5
81089,4280,-23.60588039578164,-46.60668947668648,sao paulo,SP,2
81117,4281,-23.604464158203,-46.60905772370018,sao paulo,SP,2
81142,4282,-23.608841469328887,-46.60984215375959,sao paulo,SP,3
81167,4283,-23.613269060505505,-46.60529227116393,sao paulo,SP,1
81187,4284,-23.61003500083672,-46.60072566694558,sao paulo,SP,5
81235,4285,-23.61096525950718,-46.60248109686078,sao paulo,SP,7
81307,4286,-23.60623667692889,-46.6001103193202,sao paulo,SP,4
81354,4288,-23.61010867721736,-46.612242581049074,sao paulo,SP,9
81448,4289,-23.60793524508045,-46.61558765820299,sao paulo,SP,2
81475,4290,-23.61415229669916,-46.6165639432454,sao paulo,SP,1
81501,4291,-23.618294465722204,-46.61294062614692,sao paulo,SP,1
81527,4292,-23.613612795225983,-46.60935398457288,sao paulo,SP,1
81551,4293,-23.621298213976644,-46.61707660851753,sao paulo,SP,7
81601,4294,-23.624217,-46.60440246003806,são paulo,SP,3
81663,4295,-23.620747830140235,-46.60523626519132,sao paulo,SP,4
81716,4296,-23.621852242022022,-46.6036482835132,sao paulo,SP,10
81793,4297,-23.631396027053583,-46.604518383488205,sao paulo,SP,7
81899,4298,-23.625272430203665,-46.60048140507247,sao paulo,SP,1
81911,4301,-23.52928080757863,-46.71705179788879,sao paulo,SP,7
81990,4302,-23.621426340267785,-46.637372330976966,sao paulo,SP,27
82220,4303,-23.625507339511103,-46.637947371362,sao paulo,SP,6
82303,4304,-23.62610138412488,-46.63196215751051,sao paulo,SP,23
82547,4305,-23.6270649708581,-46.63218002262104,sao paulo,SP,10
82602,4306,-23.62977799362336,-46.64021694393789,sao paulo,SP,5
82647,4307,-23.627894217323533,-46.642414903687474,sao paulo,SP,1
82698,4308,-23.65122827692988,-46.639731778343,sao paulo,SP,2
82712,4309,-23.65199369357731,-46.63747372632592,são paulo,SP,2
82744,4310,-23.631559910352596,-46.6425834888915,sao paulo,SP,14
82906,4311,-23.636429014715176,-46.640920992642414,sao paulo,SP,18
83022,4312,-23.63072808604073,-46.62775400291417,sao paulo,SP,1
83042,4313,-23.6358037821282,-46.63803244364944,sao paulo,SP,28
83321,4314,-23.635090655288817,-46.63635372924009,sao paulo,SP,7
83359,4315,-23.63708703191186,-46.629297581597314,são paulo,SP,2
83372,4316,-23.638529096024048,-46.6345041021409,são paulo,SP,5
83427,4317,-23.63874234192172,-46.63180247157553,são paulo,SP,10
83536,4318,-23.645673367188,-46.634605659992,são paulo,SP,1
83564,4319,-23.64742980183505,-46.63695438634658,sao paulo,SP,1
83582,4320,-23.647989767508744,-46.63798076091446,sao paulo,SP,1
83606,4321,-23.64518277768481,-46.64275852192855,sao paulo,SP,14
83724,4323,-23.652963911189307,-46.6406214672514,sao paulo,SP,8
83794,4324,-23.653652752149583,-46.63635748917997,são paulo,SP,8
83856,4325,-23.661825810522608,-46.637741067099256,sao paulo,SP,4
83892,4326,-23.65500276242136,-46.63588981932019,sao paulo,SP,1
83931,4327,-23.663137913959265,-46.63263933166945,sao paulo,SP,4
83955,4330,-23.65210902582368,-46.6472733835766,são paulo,SP,10
84037,4331,-23.65410704801203,-46.65027344379366,sao paulo,SP,7
84087,4332,-23.660634268942232,-46.64918209631252,sao paulo,SP,3
84145,4333,-23.660085006057287,-46.64421113329966,sao paulo,SP,1
84149,4334,-23.66000771579432,-46.63944241479597,são paulo,SP,6
84208,4335,-23.65970422009349,-46.64247430974089,sao paulo,SP,2
84236,4336,-23.66818375378558,-46.64595940053346,sao paulo,SP,5
84283,4337,-23.66421977906979,-46.64701046142303,sao paulo,SP,7
84330,4338,-23.668853228143576,-46.6487743097409,sao paulo,SP,4
84361,4339,-23.669511631975293,-46.64047308243405,sao paulo,SP,3
84393,4340,-23.668246676380637,-46.64370220191586,sao paulo,SP,4
84425,4342,-23.63602166887882,-46.65068692951116,são paulo,SP,6
84471,4343,-23.63633439439665,-46.64885115015292,sao paulo,SP,2
84500,4344,-23.63637884984708,-46.64459995420968,sao paulo,SP,8
84568,4346,-23.64036523446758,-46.65212213182845,sao paulo,SP,8
84641,4347,-23.64502698084141,-46.646226916873445,sao paulo,SP,5
84699,4348,-23.646014863725537,-46.65027191909516,sao paulo,SP,7
84757,4349,-23.64750993282939,-46.64190548626578,são paulo,SP,13
84920,4350,-23.64320290313922,-46.653854804056735,sao paulo,SP,3
84935,4355,-23.632471531986614,-46.65856911111121,são paulo,SP,1
84964,4356,-23.636097733279467,-46.65986731779097,sao paulo,SP,1
84992,4357,-23.636242246465432,-46.65387207077728,sao paulo,SP,2
85018,4358,-23.639173438253746,-46.655073366639726,sao paulo,SP,2
85044,4359,-23.640808668692408,-46.65513298716066,sao paulo,SP,4
85071,4360,-23.643335839027035,-46.66315536095557,sao paulo,SP,5
85116,4361,-23.6442788484621,-46.66304850360666,sao paulo,SP,6
85165,4362,-23.64645316564389,-46.66995830987091,sao paulo,SP,10
85297,4363,-23.64684593421437,-46.6660547231519,sao paulo,SP,32
85665,4364,-23.651760091032397,-46.67056245669116,sao paulo,SP,11
85731,4365,-23.666436408909707,-46.65554725086943,sao paulo,SP,1
85757,4366,-23.68354915724768,-46.63434401577974,sao paulo,SP,7
85831,4367,-23.65250284762537,-46.66809535567546,são paulo,SP,5
85910,4368,-23.652185207051755,-46.6654909926424,sao paulo,SP,8
85947,4369,-23.65418889592587,-46.6622343223786,são paulo,SP,2
85976,4370,-23.65078411962603,-46.661168220930215,sao paulo,SP,4
85996,4371,-23.64703574049283,-46.65745737108312,sao paulo,SP,1
86011,4372,-23.65022849792253,-46.65698846557798,sao paulo,SP,5
86061,4374,-23.65075406105376,-46.65502005773554,sao paulo,SP,6
86098,4375,-23.65625740882337,-46.65840058465576,são paulo,SP,1
86122,4376,-23.65119089064574,-46.65814352983438,sao paulo,SP,6
86172,4378,-23.646246311207523,-46.66349868836885,sao paulo,SP,4
86204,4379,-23.655811431588635,-46.658434242858746,sao paulo,SP,5
86249,4381,-23.65339541854689,-46.66870379254422,sao paulo,SP,2
86265,4382,-23.65393359616828,-46.66380577629982,sao paulo,SP,2
86297,4383,-23.659069285042403,-46.6611704469963,sao paulo,SP,2
86325,4384,-23.661498645853747,-46.66027650305843,sao paulo,SP,1
86351,4386,-23.661877777684808,-46.65707556272721,sao paulo,SP,3
86381,4387,-23.66556687621902,-46.65126193505109,sao paulo,SP,7
86463,4401,-23.670706610046736,-46.66108764570951,sao paulo,SP,8
86527,4402,-23.666837080690684,-46.66437239509124,sao paulo,SP,2
86587,4403,-23.667843855675457,-46.66038973120199,sao paulo,SP,4
86651,4405,-23.67363493259273,-46.65599164613879,sao paulo,SP,5
86721,4406,-23.66904722592188,-46.65549803220033,sao paulo,SP,2
86743,4407,-23.67222968995874,-46.65087270733935,sao paulo,SP,1
86767,4408,-23.675073590339892,-46.64998408673321,sao paulo,SP,2
86780,4409,-23.67556158090484,-46.65364099417161,sao paulo,SP,1
86827,4410,-23.67803834110451,-46.648862088262426,sao paulo,SP,4
86870,4411,-23.67738138328816,-46.64597535706043,sao paulo,SP,1
86902,4412,-23.676946770733164,-46.6463250230632,sao paulo,SP,1
86928,4413,-23.670929061172227,-46.635008537473325,sao paulo,SP,1
86955,4414,-23.48968389953254,-46.65178837122736,sao paulo,SP,3
86996,4415,-23.674588376074794,-46.63830149999998,sao paulo,SP,5
87029,4416,-23.675481599064906,-46.63836818219174,sao paulo,SP,7
87101,4417,-23.680475099082475,-46.63292855759133,sao paulo,SP,2
87146,4419,-23.68189400805008,-46.64407442922272,sao paulo,SP,2
87175,4421,-23.6928580013246,-46.63964126947597,sao paulo,SP,10
87256,4423,-23.68657085667157,-46.6336156466274,sao paulo,SP,2
87291,4424,-23.68729227976227,-46.6417415487045,sao paulo,SP,3
87329,4425,-23.68451138108668,-46.64370289993739,sao paulo,SP,5
87363,4426,-23.68496570160418,-46.645837491301336,sao paulo,SP,3
87386,4427,-23.681528172081464,-46.65219770413756,sao paulo,SP,5
87422,4428,-23.684752708292493,-46.648860805297495,sao paulo,SP,2
87466,4429,-23.67752431607565,-46.66413883147605,são paulo,SP,1
87519,4430,-23.690164844050702,-46.64635447931283,sao paulo,SP,7
87605,4431,-23.688796442408677,-46.65406289884005,são paulo,SP,8
87673,4432,-23.682131350539567,-46.66504797530148,sao paulo,SP,5
87731,4433,-23.687268645283744,-46.65942641180989,sao paulo,SP,13
87781,4434,-23.684751650008693,-46.66874074701369,sao paulo,SP,7
